"projectID";"topic";"title"
"747947";"MSCA-IF-2016";"Individual Fellowships"
"783198";"SESAR-ER3-04-2016";"Enabling Aviation Infrastructure: CNS for General Aviation"
"734161";"SESAR.IR-VLD.Wave1-21-2015";"4D Trajectory Management"
"101017622";"SESAR-WAVE3-06-2020";"Integrated Runway Throughput and Terminal Efficiency"
"699221";"Sesar-04-2015";"Environment and Meteorology in ATM"
"699306";"Sesar-10-2015";"ATM Architecture"
"699379";"Sesar-06-2015";"High Performing Airport Operations"
"894616";"SESAR-ER4-24-2019";"Innovation in CNS to enable Digitalised Operations"
"890898";"SESAR-ER4-05-2019";"Environment and Meteorology for ATM"
"101017626";"SESAR-WAVE3-07-2020";"Downlinking Flight Trajectory to improve ATM performance"
"699381";"Sesar-01-2015";"Automation in ATM"
"874474";"SESAR-IR-VLD-WAVE2-11-2019";"PJ.13 W2 IFR RPAS"
"731864";"SESAR.IR-VLD.Wave1-12-2015";"Enhanced Arrivals and Departures"
"672032";"IT-1-2014";"Small business innovation research for Transport"
"699307";"Sesar-09-2015";"Trajectory Based Operations (TBO)"
"893375";"SESAR-ER4-28-2019";"Control of IFR RPAS in the TMA"
"893204";"SESAR-ER4-15-2019";"Increased Levels of Automation for the ATM Network"
"875154";"LC-MG-1-6-2019";"Aviation operations impact on climate change (InCo flagship)"
"701867";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"687605";"ICT-19-2015";"Technologies for creative industries, social media and convergence"
"730659";"FTIPilot-01-2016";"Fast Track to Innovation Pilot"
"693989";"YOUNG-3-2015";"Lifelong learning for young adults: better policies for growth and inclusion in Europe"
"728834";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"656035";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"835892";"EIC-SMEInst-2018-2020";"SME instrument"
"674710";"IT-1-2014";"Small business innovation research for Transport"
"834253";"ERC-2018-ADG";"ERC Advanced Grant"
"853272";"ERC-2019-STG";"ERC Starting Grant"
"650045";"NMP-25-2014-1";"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
"101001995";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"788547";"ERC-2017-ADG";"ERC Advanced Grant"
"774817";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"877559";"EIC-SMEInst-2018-2020";"SME instrument"
"678168";"SFS-05-2015";"Strategies for crop productivity, stability and quality"
"826851";"EIC-SMEInst-2018-2020";"SME instrument"
"888650";"EIC-SMEInst-2018-2020";"SME instrument"
"763356";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"836831";"EIC-SMEInst-2018-2020";"SME instrument"
"815506";"EIC-SMEInst-2018-2020";"SME instrument"
"647514";"ERC-CoG-2014";"ERC Consolidator Grant"
"768405";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
"734712";"MSCA-RISE-2016";"Research and Innovation Staff Exchange"
"101007979";"MSCA-RISE-2020";"Research and Innovation Staff Exchange"
"665851";"GERI-2-2014";"Impact of gender diversity on Research & Innovation"
"836131";"EIC-SMEInst-2018-2020";"SME instrument"
"875429";"ERC-2019-POC";"ERC Proof of Concept Grant"
"861924";"SFS-35-2019-2020";"Sustainable Intensification in Africa"
"780495";"ICT-15-2016-2017";"Big Data PPP: Large Scale Pilot actions in sectors best benefitting from data-driven innovation"
"753815";"MSCA-IF-2016";"Individual Fellowships"
"653413";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"662853";"SFS-08-2014-1";"Resource-efficient eco-innovative food production and processing"
"654132";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"863418";"JTI-CS2-2018-CFP09-FRC-01-27";"Tilt Rotor Whirl Flutter experimental investigation and assessment"
"752656";"MSCA-IF-2016";"Individual Fellowships"
"852577";"ERC-2019-STG";"ERC Starting Grant"
"746778";"MSCA-IF-2016";"Individual Fellowships"
"654221";"INFRADEV-4-2014-2015";"Implementation and operation of cross-cutting services and solutions for clusters of ESFRI and other relevant research infrastructure initiatives"
"723616";"FOF-02-2016";"Machinery and robot systems in dynamic shop floor environments using novel embedded cognitive functions"
"768707";"FOF-08-2017";"In-line measurement and control for micro-/nano-enabled high-volume manufacturing for enhanced reliability"
"101000318";"BG-10-2020";"Fisheries in the full ecosystem context"
"852970";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"797989";"MSCA-IF-2017";"Individual Fellowships"
"655366";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"774244";"SFS-07-2016-2017";"Organic breeding – Increasing the competitiveness of the organic breeding and farming sectors"
