local_unit_id,CF,az_ragione_soc,sede_op_comune,sede_op_indirizzo,sede_op_provincia,SLL_codice,SLL_nome,comune_istat,sede_op_ateco
1408,cf_01107970319,S.M.I SRL,MONFALCONE,"P.LE COSULICH, 1",Gorizia,608,Monfalcone,Monfalcone,25.11.00
1359,cf_01089420317,A.M. PROJECT S.R.L. IN LIQUIDAZIONE,MONFALCONE,C/O FINCANTIERI CNI SPA,Gorizia,608,Monfalcone,Monfalcone,43.21.01
762,cf_00491250312,IDROTEL IMPIANTI SCARL,MONFALCONE,VIA M. MORO 1,Gorizia,608,Monfalcone,Monfalcone,45.31.0
1410,cf_01107970319,S.M.I SRL,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
1406,cf_01107970319,S.M.I SRL,MONFALCONE,"c/o Stabilimento FINCANTIERI - Via Cosulich, 1",Gorizia,608,Monfalcone,Monfalcone,25.11.00
1931,cf_01412210302,SIMEON SRL,MONFALCONE,CORSO DEL POPOLO 21,Gorizia,608,Monfalcone,Monfalcone,74.50.1
1409,cf_01107970319,S.M.I SRL,MONFALCONE,VIA GRADO 82,Gorizia,608,Monfalcone,Monfalcone,25.11.00
41,cf_00052160314,SBE-VARVIT S.P.A.,MONFALCONE,VIA DEI BAGNI 26,Gorizia,608,Monfalcone,Monfalcone,25.94.00
469,cf_00223850306,IDEALSERVICE SOC. COOP.,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
776,cf_00524480308,S.O. HOLDING S.P.A.,MONFALCONE,CORSO DEL POPOLO 21,Gorizia,608,Monfalcone,Monfalcone,74.50.1
2011,cf_01507200937,CIMOLAI S.P.A.,MONFALCONE,VIA TIMAVO 69,Gorizia,608,Monfalcone,Monfalcone,25.11.00
3210,cf_05838230968,NEW YORKER ITALIA SRL,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
1511,cf_01144910310,GAIA S.P.A.,MONFALCONE,VIA DEI BAGNI NUOVA 3,Gorizia,608,Monfalcone,Monfalcone,10.86.00
43,cf_00052160314,SBE-VARVIT S.P.A.,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
3226,cf_06342240964,MONTE CARLO YACHTS S.P.A.,MONFALCONE,VIA CONSIGLIO D'EUROPA 90,Gorizia,608,Monfalcone,Monfalcone,30.12.00
680,cf_00439730318,TECNOCOOP - SOC. COOP. SCARL,MONFALCONE,C/O TERZI MONFALCONE,Gorizia,608,Monfalcone,Monfalcone,81.21.00
330,cf_00167500248,NIDEC ASI SPA,MONFALCONE,CORSO DEL POPOLO 21,Gorizia,608,Monfalcone,Monfalcone,74.50.1
1476,cf_01137050314,GREEN CONTROL SRL,MONFALCONE,VIA FRATELLI ROSSELLI 22,Gorizia,608,Monfalcone,Monfalcone,78.20.00
1455,cf_01126750312,DANIELI SPECIAL CRANES SRL,MONFALCONE, VIA LUIGI GALVANI 18 ,Gorizia,608,Monfalcone,Monfalcone,78.20.00
42,cf_00052160314,SBE-VARVIT S.P.A.,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
3314,cf_11574560154,IKEA ITALIA RETAIL SRL,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
682,cf_00439730318,TECNOCOOP - SOC. COOP. SCARL,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
1312,cf_01066650316,EDILGO SRL,MONFALCONE,VIA DEL MERCATO 5,Gorizia,608,Monfalcone,Monfalcone,41.20.00
2779,cf_02545900108,COSTA CROCIERE SPA,MONFALCONE,P.LE COSULICH 1,Gorizia,608,Monfalcone,Monfalcone,50.10.00
814,cf_00556690311,RO.MA. & CO. S.R.L.,MONFALCONE,VIA DEI BOSCHETTI 53,Gorizia,608,Monfalcone,Monfalcone,25.62.00
1884,cf_01343880306,FRIULSIDER SPA,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
1096,cf_00882800212,ASPIAG SERVICE SRL,MONFALCONE,"VIA ROSSINI, n.1/B",Gorizia,608,Monfalcone,Monfalcone,47.11.20
549,cf_00279150106,"NAVALIMPIANTI SPA",MONFALCONE,VIA TERZA ARMATA 18,Gorizia,608,Monfalcone,Monfalcone,28.22.09
613,cf_00397130584,FINCANTIERI S.P.A.,MONFALCONE,"PIAZZALE COSULICH, 1",Gorizia,608,Monfalcone,Monfalcone,30.11.02
3520,cf_90009500316,SPI - CGIL DEL COMPRENSORIO DI GORIZIA,MONFALCONE,VIA PACINOTTI 21,Gorizia,608,Monfalcone,Monfalcone,94.20.00
3352,cf_12867710159,MODISTI SRL                                                                                                                                                                        EX MODISTI SPA,MONFALCONE,VIA POCAR,Gorizia,608,Monfalcone,Monfalcone,47.71.10
792,cf_00527500540,ELETTRONICA BIO MEDICALE SPA,MONFALCONE,OSPEDALE S.POLO VIA GALVANI    1,Gorizia,608,Monfalcone,Monfalcone,33.13.09
77,cf_00067410316,FERROJULIA SRL CON SOCIO UNICO,MONFALCONE,VIA GRADO 48,Gorizia,608,Monfalcone,Monfalcone,46.74.10
1050,cf_00830210324,EXPRESS SOCIETA' COOPERATIVA IN LIQUIDAZIONE,MONFALCONE,VIA FRATELLI ROSSELLI 22,Gorizia,608,Monfalcone,Monfalcone,78.20.00
1661,cf_01220590937,COOPERATIVA ITACA  ONLUS,MONFALCONE,CANTIERI DIVERSI,Gorizia,608,Monfalcone,Monfalcone,88.10.00
470,cf_00223850306,IDEALSERVICE SOC. COOP.,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
55,cf_00055180327,ILLY CAFFE'SPA,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
2965,cf_02741260307,A3A INNOVATIVA S.R.L.,MONFALCONE,VIA VERDI 36,Gorizia,608,Monfalcone,Monfalcone,82.91.20
1486,cf_01137480313,NORD COMPOSITES ITALIA S.R.L.,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
3313,cf_11574560154,IKEA ITALIA RETAIL SRL,MONFALCONE,"CORSO DEL POPOLO,  55",Gorizia,608,Monfalcone,Monfalcone,78.10.00
40,cf_00052160314,SBE-VARVIT S.P.A.,MONFALCONE,Via dei Bagni 26,Gorizia,608,Monfalcone,Monfalcone,25.94.00
716,cf_00464110352,CIR FOOD S.C,MONFALCONE,"VIA GRAMSCI, 55",Gorizia,608,Monfalcone,Monfalcone,56.29.10
2380,cf_01836300309,TECH MARINE SRL,MONFALCONE,PIAZZALE COSULICH 1,Gorizia,608,Monfalcone,Monfalcone,28.11.0
78,cf_00067410316,FERROJULIA SRL CON SOCIO UNICO,MONFALCONE,VIA GRADO 52,Gorizia,608,Monfalcone,Monfalcone,52.46.1
3328,cf_11629770154,GI GROUP S.P.A.,MONFALCONE,"CORSO DEL POPOLO,  55",Gorizia,608,Monfalcone,Monfalcone,78.10.00
2826,cf_02609250358,SMART GAS S.P.A.,MONFALCONE,VIA DEI BAGNI 26,Gorizia,608,Monfalcone,Monfalcone,71.12.20
1660,cf_01220590937,COOPERATIVA ITACA  ONLUS,MONFALCONE,AMBITO MONFALCONE-ASS. DOMICILIARE,Gorizia,608,Monfalcone,Monfalcone,88.10.00
155,cf_00123030314,COMUNE DI MONFALCONE,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
1477,cf_01137050314,GREEN CONTROL SRL,MONFALCONE,VIA GRADO 72,Gorizia,608,Monfalcone,Monfalcone,25.99.99
3481,cf_80035920323,ENAIP (ENTE ACLI ISTRUZIONE PROFESSIONALE) FRIULI VENEZIA GIULIA,MONFALCONE,VIA TIMAVO 50 (C/O ENFAP),Gorizia,608,Monfalcone,Monfalcone,80.30.3
3379,cf_80001020314,CAMERA DEL LAVORO TERRITORIALE DI GORIZIA CGIL,MONFALCONE,VIA PACINOTTI 21,Gorizia,608,Monfalcone,Monfalcone,94.20.00
21,cf_00050880319,EATON  SRL,MONFALCONE,VIA DEI BAGNI NUOVA,Gorizia,608,Monfalcone,Monfalcone,29.32.09
629,cf_00402880314,BOATO INTERNATIONAL SPA,MONFALCONE,VIA CHICO MENDES 7,Gorizia,608,Monfalcone,Monfalcone,28.11.0
36,cf_00052160314,SBE-VARVIT S.P.A.,MONFALCONE,CORSO DEL POPOLO 21,Gorizia,608,Monfalcone,Monfalcone,74.50.1
770,cf_00523800316,N.E.M. SRL,MONFALCONE,CORSO DEL POPOLO 21,Gorizia,608,Monfalcone,Monfalcone,74.50.1
1843,cf_01320170309,PU.MA. PULIZIE E MANUTENZIONI SCARL,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
1231,cf_00980680326,ACLI SERVICE TRIESTE GORIZIA SRL,MONFALCONE,VIA FOSCOLO 6,Gorizia,608,Monfalcone,Monfalcone,69.20.13
669,cf_00433840311,G.E.M. GENERAL ELECTRIC MONFALCONE SRL,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
668,cf_00433840311,G.E.M. GENERAL ELECTRIC MONFALCONE SRL,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
1335,cf_01073870329,TEA SOC.COOP.SOCIALE -ONLUS,MONFALCONE,assistenza domiciliare,Gorizia,608,Monfalcone,Monfalcone,88.10.00
333,cf_00167500248,NIDEC ASI SPA,MONFALCONE,VIA MARCONI 1,Gorizia,608,Monfalcone,Monfalcone,27.11.00
630,cf_00402880314,BOATO INTERNATIONAL SPA,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
1513,cf_01145630313,ELETTRICA S.R.L.,MONFALCONE,C/O FINCANTIERI SPA,Gorizia,608,Monfalcone,Monfalcone,30.11.02
335,cf_00167500248,NIDEC ASI SPA,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
1842,cf_01320170309,PU.MA. PULIZIE E MANUTENZIONI SCARL,MONFALCONE,VIA COSULICH,Gorizia,608,Monfalcone,Monfalcone,81.21.00
23,cf_00050880319,EATON  SRL,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
752,cf_00481230266,MANGIAROTTI SPA,MONFALCONE,VIA TIMAVO 59,Gorizia,608,Monfalcone,Monfalcone,25.29.00
2512,cf_02163320308,FORSER FVG FORMAZIONE E SERVIZI PER ENTI LOCALI,MONFALCONE,P.ZZA DELLA REPUBBLICA 8,Gorizia,608,Monfalcone,Monfalcone,85.59.20
611,cf_00397130584,FINCANTIERI S.P.A.,MONFALCONE,"CORSO DEL POPOLO,  55",Gorizia,608,Monfalcone,Monfalcone,78.10.00
1336,cf_01073870329,TEA SOC.COOP.SOCIALE -ONLUS,MONFALCONE,v.Ponchielli 1,Gorizia,608,Monfalcone,Monfalcone,88.10.00
771,cf_00523800316,N.E.M. SRL,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
1512,cf_01144910310,GAIA S.P.A.,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
2374,cf_01829740461,DELICARTA SPA,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
30,cf_00051190312,COMPAGNIA PORTUALE SRL,MONFALCONE,VIA TIMAVO 69/8,Gorizia,608,Monfalcone,Monfalcone,52.24.20
717,cf_00464110352,CIR FOOD S.C,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
1485,cf_01137480313,NORD COMPOSITES ITALIA S.R.L.,MONFALCONE,"VIA TIMAVO, 61",Gorizia,608,Monfalcone,Monfalcone,20.59.40
33,cf_00052120318,CORTEM SPA,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
334,cf_00167500248,NIDEC ASI SPA,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
3521,cf_90017080319,LEGA DISTRETTUALE SPI - CGIL MONFALCONE,MONFALCONE,VIA PACINOTTI 21,Gorizia,608,Monfalcone,Monfalcone,94.20.00
718,cf_00464110352,CIR FOOD S.C,MONFALCONE,VIA SANT'ANNA 2,Gorizia,608,Monfalcone,Monfalcone,56.29.10
1456,cf_01126750312,DANIELI SPECIAL CRANES SRL,MONFALCONE,"Via Nino Bixio, 8/B",Gorizia,608,Monfalcone,Monfalcone,74.50.1
3312,cf_11574560154,IKEA ITALIA RETAIL SRL,MONFALCONE, VIA LUIGI GALVANI 18 ,Gorizia,608,Monfalcone,Monfalcone,78.20.00
1357,cf_01088880313,ROEN EST SPA,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
26,cf_00051080315,MARINA HANNIBAL SRL,MONFALCONE,VIA BAGNI NUOVA N. 41,Gorizia,608,Monfalcone,Monfalcone,63.11.3
715,cf_00464110352,CIR FOOD S.C,MONFALCONE,VIA DEI BAGNI 26,Gorizia,608,Monfalcone,Monfalcone,56.29.10
1662,cf_01220590937,COOPERATIVA ITACA  ONLUS,MONFALCONE,VIA FRATELLI ROSSELLI 22,Gorizia,608,Monfalcone,Monfalcone,78.20.00
1659,cf_01220590937,COOPERATIVA ITACA  ONLUS,MONFALCONE,AMBITO MONFALCONE,Gorizia,608,Monfalcone,Monfalcone,88.10.00
2373,cf_01829740461,DELICARTA SPA,MONFALCONE,VIA GROTA DEL DIAU ZOT 8,Gorizia,608,Monfalcone,Monfalcone,17.12.00
557,cf_00298880303,I.CO.P. SPA,MONFALCONE,cantiere di Monfalcone via Timavo,Gorizia,608,Monfalcone,Monfalcone,43.99.09
905,cf_00718060320,STUDIO ZEROUNO S.R.L.,MONFALCONE,VIA TIMAVO 39,Gorizia,608,Monfalcone,Monfalcone,74.10.30
1445,cf_01123290312,ISONTINA AMBIENTE SRL,MONFALCONE,CORSO DEL POPOLO 21,Gorizia,608,Monfalcone,Monfalcone,74.50.1
1537,cf_01155390329,LA.SE. COOPERATIVA SOCIALE,MONFALCONE,C/O OMCI FINCANTIERI,Gorizia,608,Monfalcone,Monfalcone,81.21.00
1361,cf_01089420317,A.M. PROJECT S.R.L. IN LIQUIDAZIONE,MONFALCONE,VIA ROMANA 50,Gorizia,608,Monfalcone,Monfalcone,43.21.01
2484,cf_02102250632,SISTEMI SOFTWARE INTEGRATI,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
3294,cf_10111831003,SELEX ES SPA,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
333,cf_00167500248,NIDEC ASI SPA,MONFALCONE,VIA MARCONI 1,Gorizia,608,Monfalcone,Monfalcone,33.20.03
106,cf_00072300312,MIPOT S.P.A.,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
748,cf_00481230266,MANGIAROTTI SPA,MONFALCONE,CORSO DEL POPOLO 21,Gorizia,608,Monfalcone,Monfalcone,74.50.1
1744,cf_01251390322,MARINE INTERIORS S.P.A.,MONFALCONE,PIAZZALE COSULICH N.1,Gorizia,608,Monfalcone,Monfalcone,31.09.90
1489,cf_01138620313,MARITIME TECHNOLOGY CLUSTER FVG S.C.AR.L.,MONFALCONE,VIA CALLISTO COSULICH 20,Gorizia,608,Monfalcone,Monfalcone,94.99.90
8,cf_00040990319,GORIZIANE GROUP S.P.A.,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
809,cf_00547070318,METAL SERVICES MATERIALS TESTING SRL,MONFALCONE,CORSO DEL POPOLO 21,Gorizia,608,Monfalcone,Monfalcone,74.50.1
178,cf_00139620322,POLICLINICO TRIESTINO,MONFALCONE,VIA DUCA D'AOSTA 40,Gorizia,608,Monfalcone,Monfalcone,86.10.10
628,cf_00402880314,BOATO INTERNATIONAL SPA,MONFALCONE,CORSO DEL POPOLO 21,Gorizia,608,Monfalcone,Monfalcone,74.50.1
810,cf_00547070318,METAL SERVICES MATERIALS TESTING SRL,MONFALCONE,"Viale San Marco, 14",Gorizia,608,Monfalcone,Monfalcone,78.10.00
1678,cf_01220590937,COOPERATIVA ITACA  ONLUS,SAN CANZIAN D'ISONZO,CASA DI RIPOSO,Gorizia,608,Monfalcone,San Canzian d'Isonzo,88.10.00
1677,cf_01220590937,COOPERATIVA ITACA  ONLUS,SAN CANZIAN D'ISONZO,BEGLIANO DI SAN CANZIAN D'ISONZO,Gorizia,608,Monfalcone,San Canzian d'Isonzo,88.10.00
1313,cf_01066650316,EDILGO SRL,SAN CANZIAN D'ISONZO,VIA ROMA 72,Gorizia,608,Monfalcone,San Canzian d'Isonzo,41.20.00
1679,cf_01220590937,COOPERATIVA ITACA  ONLUS,SAN CANZIAN D'ISONZO,SAN CANZIAN D'ISONZO,Gorizia,608,Monfalcone,San Canzian d'Isonzo,88.10.00
252,cf_00148780356,COOP CONSUMATORI NORDEST SOC. COOP.,VILLESSE,C/C TIARE SHOPPING - LOC. MARANUZ 2,Gorizia,607,Gorizia,Villesse,47.11.20
3080,cf_03269110965,H&M HENNES & MAURITZ SRL,VILLESSE,c/o TIARE SHOPPING - Via Cividale,Gorizia,607,Gorizia,Villesse,47.51.10
3326,cf_11574560154,IKEA ITALIA RETAIL SRL,VILLESSE,LOC. MARANUZ 1,Gorizia,607,Gorizia,Villesse,47.59.10
3213,cf_05838230968,NEW YORKER ITALIA SRL,VILLESSE,C/C TIARE SHOPPING - LOC. MARANUZ 2,Gorizia,607,Gorizia,Villesse,47.71.10
1527,cf_01150670311,OMAR GRECO S.R.L. SEMPLIFICATA,VILLESSE,C/C TIARE SHOPPING - LOC. MARANUZ 2,Gorizia,607,Gorizia,Villesse,47.29.30
9,cf_00040990319,GORIZIANE GROUP S.P.A.,VILLESSE,"VIA AQUILEIA, 7",Gorizia,607,Gorizia,Villesse,25.11.00
34,cf_00052120318,CORTEM SPA,VILLESSE,VIA AQUILEIA 10,Gorizia,607,Gorizia,Villesse,27.12.00
2436,cf_01942870302,STROILI ORO SPA,VILLESSE,"LOCALITA' MARANUZ C/O C.C.""TIARE"" INSEGNA FRANCO GIOIELLI",Gorizia,607,Gorizia,Villesse,47.77.00
35,cf_00052120318,CORTEM SPA,VILLESSE,VIA AQUILEIA 12,Gorizia,607,Gorizia,Villesse,27.12.00
2841,cf_02623040983,BIALETTI STORE SRL,VILLESSE,C/C TIARE SHOPPING - LOC. MARANUZ 2,Gorizia,607,Gorizia,Villesse,47.59.20
1091,cf_00882800212,ASPIAG SERVICE SRL,LIGNANO SABBIADORO,VIA TIRRENIA 10,Udine,602,Latisana,Lignano Sabbiadoro,47.11.20
2186,cf_01628590307,FRIULPESCA SRL,LIGNANO SABBIADORO,VIA LATISANA 101,Udine,602,Latisana,Lignano Sabbiadoro,46.38.10
3176,cf_04493450268,TKKC SRL,LIGNANO SABBIADORO,VIALE VENEZIA 90,Udine,602,Latisana,Lignano Sabbiadoro,93.29.10
2187,cf_01628590307,FRIULPESCA SRL,LIGNANO SABBIADORO,"VIA LATISANA, 118",Udine,602,Latisana,Lignano Sabbiadoro,56.10.20
3175,cf_04493450268,TKKC SRL,LIGNANO SABBIADORO,LUNGOMARE RICCARDO RIVA N. 1,Udine,602,Latisana,Lignano Sabbiadoro,93.29.10
1022,cf_00826770059,PAM PANORAMA SPA,LIGNANO SABBIADORO,VIA V.LE EUROPA 31 / 34,Udine,602,Latisana,Lignano Sabbiadoro,47.11.20
424,cf_00193200300,BAT SRL,LIGNANO SABBIADORO,VIALE DELLA LETTERATURA 4 - BAT,Udine,602,Latisana,Lignano Sabbiadoro,47.11.20
422,cf_00193200300,BAT SRL,LIGNANO SABBIADORO,"CORSO DELLE NAZIONI, 77",Udine,602,Latisana,Lignano Sabbiadoro,47.11.20
419,cf_00193200300,BAT SRL,LIGNANO SABBIADORO,CORSO DELLE NAZIONI 78-DISCOUNT D+,Udine,602,Latisana,Lignano Sabbiadoro,47.11.20
418,cf_00193200300,BAT SRL,LIGNANO SABBIADORO,CORSO DELLE NAZIONI 75/B - ET VOILA',Udine,602,Latisana,Lignano Sabbiadoro,47.11.20
2185,cf_01628590307,FRIULPESCA SRL,LIGNANO SABBIADORO,VIA DEI PINI 2 PINETA,Udine,602,Latisana,Lignano Sabbiadoro,46.38.10
2456,cf_02036400303,MERCURIO SISTEMI SRL,LIGNANO SABBIADORO,"corso degli alisei, 11/b",Udine,602,Latisana,Lignano Sabbiadoro,62.03.00
420,cf_00193200300,BAT SRL,LIGNANO SABBIADORO,CORSO DELLE NAZIONI 79 - DI PIU',Udine,602,Latisana,Lignano Sabbiadoro,47.11.20
423,cf_00193200300,BAT SRL,LIGNANO SABBIADORO,"CORSO DELLE NAZIONI, 79",Udine,602,Latisana,Lignano Sabbiadoro,52.11.2
1023,cf_00826770059,PAM PANORAMA SPA,LIGNANO SABBIADORO,VIALE EUROPA,Udine,602,Latisana,Lignano Sabbiadoro,47.11.20
2868,cf_02631490303,LOGISTA & SERVIZI SOC.COOP.,RONCHI DEI LEGIONARI,VIA TAMBARIN 12,Gorizia,608,Monfalcone,Ronchi dei Legionari,52.24.40
2867,cf_02631490303,LOGISTA & SERVIZI SOC.COOP.,RONCHI DEI LEGIONARI,VIA DEL LAVORO ARTIGIANO 7,Gorizia,608,Monfalcone,Ronchi dei Legionari,52.24.40
3523,cf_90017110314,LEGA DISTRETTUALE SPI - CGIL RONCHI DEI LEGIONARI,RONCHI DEI LEGIONARI,VIA VERDI 70,Gorizia,608,Monfalcone,Ronchi dei Legionari,94.20.00
627,cf_00401990585,LEONARDO SPA,RONCHI DEI LEGIONARI,VIA M. STOPPANI 21,Gorizia,608,Monfalcone,Ronchi dei Legionari,30.30.09
3295,cf_10111831003,SELEX ES SPA,RONCHI DEI LEGIONARI,"VIA MARIO STOPPANI, 21",Gorizia,608,Monfalcone,Ronchi dei Legionari,30.30.09
2629,cf_02394030304,WORLD WIDE SERVICE SRL,RONCHI DEI LEGIONARI,VIA  STOPPANI 21,Gorizia,608,Monfalcone,Ronchi dei Legionari,74.90.93
1448,cf_01123290312,ISONTINA AMBIENTE SRL,RONCHI DEI LEGIONARI,Via Tambarin 22,Gorizia,608,Monfalcone,Ronchi dei Legionari,38.11.00
1358,cf_01088880313,ROEN EST SPA,RONCHI DEI LEGIONARI,via dell'industria 4,Gorizia,608,Monfalcone,Ronchi dei Legionari,28.25.00
3525,cf_90035850313,SPI CGIL LEGA DISTRETTUALE BASSO ISONTINO,RONCHI DEI LEGIONARI,VIA VERDI 70,Gorizia,608,Monfalcone,Ronchi dei Legionari,94.20.00
1506,cf_01142090313,STARBENE GROUP SRL,RONCHI DEI LEGIONARI,VIA D'ANNUNZIO 80,Gorizia,608,Monfalcone,Ronchi dei Legionari,86.90.21
811,cf_00547070318,METAL SERVICES MATERIALS TESTING SRL,RONCHI DEI LEGIONARI,VIA SREBERNIC 10-12,Gorizia,608,Monfalcone,Ronchi dei Legionari,71.20.10
1554,cf_01156680314,NDT SERVICES SRL,RONCHI DEI LEGIONARI,VIA BUGATTO 6,Gorizia,608,Monfalcone,Ronchi dei Legionari,71.20.10
223,cf_00148780356,COOP CONSUMATORI NORDEST SOC. COOP.,RONCHI DEI LEGIONARI,VIA REDIPUGLIA 114,Gorizia,608,Monfalcone,Ronchi dei Legionari,47.11.20
2661,cf_02412480309,WORLD WIDE LOGISTIC SERVICE SRL,RONCHI DEI LEGIONARI,VIA STOPPANI 21,Gorizia,608,Monfalcone,Ronchi dei Legionari,74.90.93
1447,cf_01123290312,ISONTINA AMBIENTE SRL,RONCHI DEI LEGIONARI,VIA CAU DE MEZO 10,Gorizia,608,Monfalcone,Ronchi dei Legionari,38.11.00
1258,cf_01021090319,G.I.T. GRADO IMPIANTI TURISTICI SPA,GRADO,VIALE DANTE ALIGHIERI N.72,Gorizia,603,San Giorgio di Nogaro,Grado,93.29.20
1087,cf_00882800212,ASPIAG SERVICE SRL,GRADO,"VIA VENEZIA GIULIA, n°7",Gorizia,603,San Giorgio di Nogaro,Grado,47.11.20
1089,cf_00882800212,ASPIAG SERVICE SRL,GRADO,VIALE KENNEDY 28,Gorizia,603,San Giorgio di Nogaro,Grado,47.11.20
2688,cf_02448330304,F.L.O.R. SRL UNIPERSONALE,GRADO,VIALE EUROPA UNITA 34,Gorizia,603,San Giorgio di Nogaro,Grado,56.10.11
1608,cf_01198010306,STRATEX SPA IND.,SUTRIO,VIA PESCHIERA 3/5,Udine,605,Tolmezzo,Sutrio,20.10.0
511,cf_00242640324,FEDRIGO SPA,TRIESTE,VIA MILANO 31,Trieste,609,Trieste,Trieste,41.20.00
1422,cf_01113840324,ON STAGE SOCIETA' COOP. SOCIALE,TRIESTE,VIA MADONNA DEL MARE  3,Trieste,609,Trieste,Trieste,82.99.99
3472,cf_80023710322,SCUOLA EDILE EDILMASTER,TRIESTE,VIA COSULICH 10,Trieste,609,Trieste,Trieste,85.59.20
1373,cf_01089820326,ANTICA GHIACCERETTA DI BRUNO VESNAVER E CYNTHIA ESPOSITO,TRIESTE,VIA DEI FORNELLI  2,Trieste,609,Trieste,Trieste,56.10.11
141,cf_00109290320,ZINELLI & PERIZZI ARREDAMENTO SRL,TRIESTE,VIA MALASPINA 1/1,Trieste,609,Trieste,Trieste,47.59.10
1278,cf_01042770329,MORGAN SAS DI LUCA MORGAN & C.,TRIESTE,VIA DEL PANE 2,Trieste,609,Trieste,Trieste,56.10.11
1735,cf_01243120324,LA TERRAZZA SRL,TRIESTE,VIALE MIRAMARE 331,Trieste,609,Trieste,Trieste,56.10.11
2495,cf_02124440302,MARMI VRECH G. SRL UNIPERSONALE,TRIESTE,RIVA GRUMULA 10,Trieste,609,Trieste,Trieste,78.10.00
1621,cf_01205600321,NEW PRESS ITALIA SRL,TRIESTE,VIA SAN LAZZARO 23,Trieste,609,Trieste,Trieste,73.11.02
1052,cf_00830210324,EXPRESS SOCIETA' COOPERATIVA IN LIQUIDAZIONE,TRIESTE,C/O SEDI UNIVERSITARIE,Trieste,609,Trieste,Trieste,52.29.22
1625,cf_01206850321,REVAS GROUP S.P.A. IN FALLIMENTO,TRIESTE,"VIA CABOTO, 27",Trieste,609,Trieste,Trieste,25.62.00
379,cf_00171820327,GENERTEL SPA,TRIESTE,"VIA L. STOCK, 2",Trieste,609,Trieste,Trieste,65.12.00
19,cf_00050020320,FONDAZIONE TEATRO LIRICO GIUSEPPE VERDI,TRIESTE,RIVA TRE NOVEMBRE 1,Trieste,609,Trieste,Trieste,92.31.C
595,cf_00310180351,COOPSERVICE S.COOP.P.A.,TRIESTE,SEDI VARIE,Trieste,609,Trieste,Trieste,81.21.00
785,cf_00524480308,S.O. HOLDING S.P.A.,TRIESTE,VIA DELLA GINNASTICA 40/B,Trieste,609,Trieste,Trieste,74.50.2
928,cf_00742650328,S.I.F.RA EST SPA,TRIESTE,RIVA GRUMULA 10,Trieste,609,Trieste,Trieste,78.10.00
946,cf_00746150325,LA COLLINA SCARL COOP.SOC.ONLUS,TRIESTE,sedi varie,Trieste,609,Trieste,Trieste,82.99.99
1131,cf_00882800212,ASPIAG SERVICE SRL,TRIESTE,PIAZZA LIBERTA' 8,Trieste,609,Trieste,Trieste,47.11.20
